NAME,UID,COURSE
Samantha Jones,u0000127,MATH0308 BUSN0205 MATH0429 CHEM0480 MATH0022 MATH0244 PHYS0295 BIOL0184 HIST0177 COMP0249 BUSN0407 ENGN0418 MGMT0464 ENGN0054 BUSN0043 HIST0174 COMP0187 PHYS0337
Maddison Jones,u0000128,PHYS0410 LAWS0167 MATH0429 BIOL0175 BUSN0497 LAWS0385 BUSN0366 LAWS0341 CBEA0287 BUSN0098 BIOL0338 BUSN0380 PHYS0213 COMP0105
Brianna Brown,u0000129,HIST0078 CHEM0139 MATH0278 BIOL0286 LAWS0144 BIOL0096 CHEM0415 MATH0461 BUSN0490 LAWS0228 COMP0290 COMP0229 CHEM0190 COMP0147 CHEM0238 CBEA0448 ENGN0173
Natalia Rodriguez,u0000130,BIOL0315 HIST0078 HIST0482 MGMT0362 MGMT0484 CBEA0241 COMP0474 CHEM0437
Madison Moore,u0000131,BIOL0221 MGMT0120 HIST0237 MATH0051 MGMT0157 BUSN0407 ENGN0054 LAWS0143 PHYS0495 HIST0174 COMP0187 COMP0320 CHEM0217
Reagan Martinez,u0000132,MGMT0181 MGMT0155 MGMT0322 MATH0212 BUSN0324 HIST0076 LAWS0144 HIST0041 BUSN0299 CBEA0021 BIOL0114 LAWS0333 HIST0177 COMP0347 CHEM0489 MATH0450 CBEA0048 BUSN0101
Cora Rodriguez,u0000133,CBEA0038 COMP0352 MATH0020 HIST0126 PHYS0261 CBEA0408 BIOL0255 BUSN0273 CHEM0325 CBEA0417 COMP0179 CBEA0169 HIST0224 CBEA0142 COMP0106
Vivian Smith,u0000134,PHYS0368 BIOL0019 MATH0020 HIST0078 MATH0212 BUSN0318 BUSN0396 HIST0481 BIOL0196 BUSN0208 CHEM0025 COMP0170 BIOL0219 CBEA0241 COMP0242 LAWS0154 LAWS0226 BUSN0273
Brielle Martinez,u0000135,ENGN0072 MATH0210 CHEM0389 CBEA0021 CBEA0241 LAWS0095 ENGN0328 LAWS0421 ENGN0223 COMP0179 COMP0242 CHEM0467
Amaya Davis,u0000136,BIOL0019 ENGN0379 PHYS0295 BIOL0438 BIOL0265 BUSN0240 CHEM0321 BIOL0109 BIOL0452 CHEM0141 CBEA0186 MGMT0157 BIOL0488 CHEM0084 CHEM0349 BIOL0475 CBEA0417 BUSN0291 ENGN0134 CHEM0220 MATH0298
Peyton Garcia,u0000137,MGMT0322 CHEM0084 CHEM0037 CHEM0080 COMP0086 LAWS0095 HIST0177 BUSN0291 MGMT0044 ENGN0367 PHYS0368 MATH0150 PHYS0246 CBEA0142
Hadley Davis,u0000138,CBEA0423 CHEM0269 CHEM0037 LAWS0333 CBEA0021 MGMT0120 COMP0003 ENGN0399 ENGN0346 BUSN0366 MATH0051 ENGN0418 MGMT0284 LAWS0421 MATH0002
Khloe Davis,u0000139,CBEA0017 COMP0356 CBEA0408 HIST0041 ENGN0085 BIOL0250 COMP0390 COMP0392 CHEM0133 HIST0498 PHYS0213
Isabel Rodriguez,u0000140,BIOL0247 HIST0224 CHEM0350 PHYS0292 MATH0357 COMP0242 BIOL0172 CHEM0402 CBEA0169 LAWS0154 ENGN0173 HIST0263
Isla Brown,u0000141,BIOL0221 ENGN0313 LAWS0197 MGMT0358 PHYS0499 CHEM0080 CHEM0217 LAWS0254 MATH0280 BUSN0166 CBEA0182 CHEM0206 CBEA0131 COMP0179 LAWS0045
Kylie Wilson,u0000142,CBEA0293 PHYS0292 MATH0087 ENGN0272 MATH0053 MGMT0120 CBEA0294 COMP0347 COMP0478 CBEA0102
Evelyn Wilson,u0000143,CHEM0477 MGMT0233 ENGN0379 CHEM0036 MATH0149 COMP0306 BIOL0196 CHEM0013 LAWS0009 PHYS0028 CBEA0239 ENGN0223 BIOL0265
Olivia Jones,u0000144,MGMT0322 MGMT0198 BIOL0401 HIST0188 BIOL0096 CHEM0319 HIST0482 BUSN0490 CBEA0011 HIST0177 MGMT0434 BIOL0338 MATH0140 CBEA0424 ENGN0435
Isabel Smith,u0000145,BUSN0205 HIST0413 BUSN0324 PHYS0015 MGMT0322 CBEA0018 ENGN0439 MATH0370 COMP0151 CHEM0217 LAWS0063 LAWS0144 BUSN0208 ENGN0399 BUSN0366 COMP0108 BUSN0335 ENGN0391 PHYS0006
Eden Williams,u0000146,PHYS0246 ENGN0445 BIOL0034 BIOL0286 PHYS0314 COMP0249 ENGN0426 MGMT0434 ENGN0054 MGMT0232 MATH0161 ENGN0138 MGMT0270 ENGN0173 CBEA0169 MATH0079
Presley Williams,u0000147,MATH0288 ENGN0470 HIST0041 CHEM0013 BIOL0088 COMP0478 BUSN0163 COMP0147 MGMT0044 COMP0151 COMP0067 ENGN0230 ENGN0173 MATH0002 ENGN0223 BUSN0273
Zoey Smith,u0000148,BIOL0452 ENGN0072 CHEM0349 LAWS0063 HIST0188 COMP0493 PHYS0466 MATH0149 COMP0147 ENGN0054 COMP0320 BIOL0265 CBEA0038
Luna Smith,u0000149,BIOL0145 CBEA0471 MGMT0209 MATH0140 CBEA0364 PHYS0132 CBEA0018 LAWS0333 MATH0370 CBEA0038 CHEM0248 HIST0485 LAWS0094 LAWS0009 ENGN0223 CHEM0480 LAWS0075 MGMT0284 CBEA0131 CHEM0402
Stella Smith,u0000150,PHYS0113 BIOL0315 BIOL0286 PHYS0292 CHEM0389 MATH0051 PHYS0211 COMP0151 COMP0229 LAWS0381 CBEA0500 LAWS0154 CHEM0325 PHYS0071 CHEM0443
Rylee Jones,u0000151,COMP0343 COMP0496 MATH0156 LAWS0117 BUSN0240 CHEM0133 MATH0140 BIOL0073 BIOL0265 CHEM0130 PHYS0160 COMP0199 BUSN0074
Avery Brown,u0000152,CHEM0248 CHEM0269 MATH0212 BIOL0286 HIST0449 COMP0390 LAWS0457 COMP0290 CHEM0371 COMP0147 ENGN0134 CBEA0500 ENGN0223 MATH0059
Liliana Smith,u0000153,COMP0343 BIOL0034 CHEM0415 MATH0473 BIOL0082 PHYS0395 ENGN0353 BUSN0098 BUSN0259 LAWS0444 MATH0450 ENGN0223 LAWS0218 LAWS0154 CHEM0325
Hazel Martinez,u0000154,ENGN0060 ENGN0327 HIST0256 ENGN0313 PHYS0330 LAWS0397 HIST0413 MGMT0215 LAWS0341 CBEA0297 ENGN0223 BUSN0101 MGMT0302 ENGN0435
Elena Taylor,u0000155,MGMT0322 CHEM0394 MGMT0358 BIOL0401 CHEM0480 COMP0372 MATH0422 BIOL0096 MGMT0107 MATH0342 CHEM0389 CHEM0440 COMP0460 MGMT0362 CBEA0297 CBEA0131 COMP0242 CBEA0142
Maria Davis,u0000156,PHYS0499 LAWS0397 COMP0003 COMP0147 ENGN0093 BUSN0101 BIOL0488 HIST0243
Lily Smith,u0000157,MATH0258 BIOL0431 HIST0128 BIOL0196 LAWS0333 PHYS0028 HIST0498 BIOL0115 LAWS0075 LAWS0154 MATH0164 CHEM0220
Serena Rodriguez,u0000158,MGMT0215 PHYS0295 MATH0370 COMP0479 BIOL0052 HIST0355 CBEA0424 BUSN0042 CBEA0331 CHEM0130 LAWS0264
Isabella Smith,u0000159,MATH0308 BUSN0227 HIST0188 MGMT0274 COMP0136 CHEM0369 BUSN0304 CBEA0471 LAWS0381 HIST0216 COMP0348 COMP0067 COMP0242 BUSN0380
Stella Miller,u0000160,CBEA0018 PHYS0113 BIOL0315 HIST0078 BIOL0175 LAWS0386 PHYS0276 BIOL0052 HIST0216 CHEM0133 CBEA0300 ENGN0387 HIST0174 MGMT0302
Julia Rodriguez,u0000161,CHEM0350 ENGN0470 BIOL0034 ENGN0379 LAWS0202 BIOL0214 CHEM0317 BUSN0299 ENGN0377 COMP0390 ENGN0346 CHEM0487 BUSN0195 ENGN0309 BUSN0374 BIOL0305 MGMT0125
Sadie Jones,u0000162,ENGN0367 BIOL0305 MATH0288 PHYS0160 BUSN0277 PHYS0363 CHEM0469 HIST0176 CHEM0248 BIOL0286 ENGN0138 LAWS0226 CHEM0415 COMP0136 BIOL0114 HIST0012 BIOL0283 BIOL0219 HIST0077
Amaya Miller,u0000163,CHEM0112 MATH0212 CHEM0389 CHEM0443 CBEA0262 BUSN0166 HIST0216 HIST0243 BUSN0380 MGMT0403 CBEA0142
Kennedy Taylor,u0000164,MATH0258 HIST0376 LAWS0333 BUSN0299 BUSN0208 HIST0449 PHYS0276 LAWS0095 BUSN0407 BUSN0098 COMP0047 MATH0491 LAWS0264
Celeste Garcia,u0000165,MGMT0155 PHYS0137 BUSN0318 COMP0460 LAWS0264 COMP0390 CHEM0469 COMP0483 ENGN0054 PHYS0148 MATH0278 MATH0068
Faith Martinez,u0000166,PHYS0492 BIOL0247 BIOL0034 BIOL0286 HIST0485 CBEA0162 MATH0244 ENGN0272 MGMT0302 ENGN0353 BIOL0219 BUSN0193 COMP0179 PHYS0213 CBEA0118
Ariana Moore,u0000167,BUSN0205 BIOL0175 COMP0493 LAWS0144 CHEM0388 MGMT0107 ENGN0266 MATH0370 CBEA0262 CBEA0448 PHYS0246
Eliza Davis,u0000168,PHYS0027 MATH0461 COMP0493 MATH0342 CBEA0021 HIST0177 CBEA0239 ENGN0419 ENGN0054 MGMT0209 CBEA0282 ENGN0223 MATH0150 ENGN0445 CBEA0424
Kayla Moore,u0000169,CHEM0349 HIST0158 BIOL0204 ENGN0185 PHYS0466 MATH0210 BIOL0082 BUSN0374 HIST0404 COMP0242 MATH0278 PHYS0279
Ivy Brown,u0000170,BIOL0247 CHEM0477 ENGN0313 ENGN0272 MGMT0120 BUSN0260 CHEM0217 PHYS0276 ENGN0346 COMP0347 MATH0051 COMP0170 LAWS0457 CHEM0133 MATH0140 CBEA0142
Piper Taylor,u0000171,LAWS0167 CBEA0245 ENGN0010 MGMT0215 ENGN0275 MATH0053 LAWS0393 LAWS0341 HIST0355 CBEA0471 CBEA0231 CBEA0300 MATH0161 MATH0178 LAWS0421 CHEM0130 CHEM0217
Olivia Davis,u0000172,MGMT0155 ENGN0379 BIOL0204 HIST0365 MATH0023 CHEM0116 ENGN0387 CHEM0206 MATH0178 COMP0320
Harper Rodriguez,u0000173,BUSN0289 PHYS0295 COMP0409 BUSN0490 BIOL0475 CBEA0011 LAWS0026 MATH0057 BUSN0240 CHEM0371 MATH0412 CHEM0312 PHYS0148 HIST0404
Athena Brown,u0000174,CBEA0340 HIST0224 PHYS0368 CBEA0111 COMP0086 CBEA0471 CBEA0239 ENGN0419 MGMT0044 MGMT0014 COMP0179 COMP0187
Lyla Johnson,u0000175,CBEA0018 BIOL0127 MATH0361 HIST0413 CBEA0408 ENGN0085 CHEM0013 COMP0390 LAWS0457 HIST0237 HIST0355 PHYS0006 BUSN0407 CHEM0133 PHYS0213 COMP0187
Logan Garcia,u0000176,LAWS0063 CHEM0141 CHEM0480 COMP0493 HIST0041 ENGN0275 HIST0449 BUSN0240 BIOL0073 ENGN0173 PHYS0279
Anna Davis,u0000177,BIOL0034 PHYS0137 HIST0413 MATH0087 LAWS0081 HIST0376 COMP0252 MGMT0120 ENGN0455 COMP0390 ENGN0346 BUSN0042 ENGN0387 PHYS0132 LAWS0386 BIOL0250 HIST0243 CBEA0416
Aubrey Taylor,u0000178,BUSN0205 MGMT0183 LAWS0097 HIST0482 HIST0012 BIOL0283 BIOL0305 ENGN0134 BUSN0335 CHEM0402 PHYS0246 CBEA0416
Ivy Williams,u0000179,CHEM0389 COMP0249 CHEM0443 MATH0057 LAWS0045 BUSN0042 CHEM0238 CBEA0131 CHEM0312 MATH0278 CBEA0142 MATH0059
Elena Miller,u0000180,COMP0234 BUSN0277 LAWS0171 PHYS0027 MGMT0215 CBEA0021 BIOL0475 CHEM0443 BIOL0438 ENGN0419 ENGN0344 BUSN0259 CBEA0307 CBEA0123 BIOL0486 HIST0432
Autumn Williams,u0000181,CHEM0036 BIOL0145 MATH0087 CHEM0238 BUSN0193 PHYS0446 LAWS0226
Mila Smith,u0000182,LAWS0081 ENGN0185 MGMT0215 CBEA0408 HIST0177 ENGN0418 MATH0057 CHEM0116 CBEA0262 MGMT0284 PHYS0132 PHYS0410 BUSN0411
Faith Moore,u0000183,PHYS0492 COMP0092 LAWS0081 MGMT0107 CHEM0222 LAWS0457 MGMT0484 CBEA0102 BIOL0175 ENGN0436 COMP0147 CHEM0375 LAWS0154 PHYS0466 CHEM0350 HIST0126 CHEM0207 PHYS0006 COMP0285 COMP0392
Isabella Taylor,u0000184,BIOL0145 CHEM0415 COMP0306 BIOL0096 BIOL0268 BUSN0122 CHEM0013 LAWS0117 ENGN0050 CHEM0206 CHEM0433 COMP0459 CHEM0312 MATH0150
Mackenzie Brown,u0000185,BUSN0205 ENGN0379 MATH0461 MGMT0107 BUSN0454 CBEA0471 BUSN0166 BIOL0438 MATH0491 MATH0150 BIOL0005 BUSN0396 COMP0372 LAWS0333 CHEM0469 CHEM0371 COMP0151 CHEM0443 PHYS0499 MATH0210 BIOL0168 MATH0059 LAWS0197 MGMT0281
Liliana Smith,u0000186,PHYS0113 MGMT0198 BIOL0247 CHEM0394 MGMT0125 CHEM0388 LAWS0465 HIST0481 HIST0012 PHYS0267 LAWS0095 BUSN0374 CHEM0206 PHYS0160 LAWS0264
Clara Williams,u0000187,MGMT0181 ENGN0060 MATH0258 CBEA0423 BUSN0318 HIST0126 ENGN0439 HIST0485 MGMT0107 BIOL0088 MATH0412 BUSN0042 MATH0033 ENGN0134 COMP0392 MGMT0007 LAWS0226
Isabella Jones,u0000188,MATH0212 PHYS0292 ENGN0439 CHEM0388 LAWS0026 ENGN0418 COMP0108 BUSN0195 PHYS0211 ENGN0419 MGMT0476 COMP0067 COMP0129 CHEM0437 PHYS0337
Ruby Brown,u0000189,CHEM0350 MGMT0233 BIOL0286 LAWS0197 MATH0473 ENGN0010 BIOL0196 BUSN0260 PHYS0276 MATH0057 CHEM0375 ENGN0134 LAWS0218 PHYS0251 CBEA0048 CBEA0169 BUSN0008 MATH0164
Vivienne Smith,u0000190,BIOL0488 CHEM0269 BUSN0277 BUSN0227 BIOL0145 BUSN0260 ENGN0399 CHEM0116 BUSN0042 BUSN0099 CBEA0048 PHYS0213 CBEA0331
London Garcia,u0000191,MATH0032 LAWS0063 BUSN0299 PHYS0303 HIST0153 BUSN0400 PHYS0028 BUSN0058 BUSN0291 MGMT0284 BUSN0146 BUSN0099 MGMT0362 LAWS0218 BIOL0305 HIST0263
Adalyn Miller,u0000192,CBEA0162 PHYS0015 MATH0053 LAWS0117 ENGN0377 CHEM0462 PHYS0132 COMP0067 MATH0370 HIST0077 HIST0355 CHEM0371 CBEA0500 CHEM0130 BIOL0127 ENGN0055 BUSN0227 HIST0376 COMP0390 BIOL0115 ENGN0173 MATH0298
Amaya Brown,u0000193,BIOL0452 CHEM0349 PHYS0499 ENGN0266 ENGN0399 HIST0414 PHYS0006 PHYS0132 CHEM0312 COMP0179 MATH0354
Zoe Miller,u0000194,CBEA0416 CHEM0248 MATH0210 COMP0478 BUSN0042 CBEA0282 BUSN0259 COMP0179 BUSN0380 LAWS0264 CHEM0217
Mckenzie Miller,u0000195,COMP0136 BIOL0168 CBEA0294 COMP0390 LAWS0026 ENGN0351 MATH0051 BUSN0407 MGMT0284 HIST0498 PHYS0446 HIST0174 PHYS0071 CHEM0321 BUSN0273
Iris Taylor,u0000196,MGMT0155 BIOL0016 CHEM0269 BIOL0145 MATH0053 BUSN0454 ENGN0344 CBEA0340 BIOL0082 CHEM0489 PHYS0137 BIOL0214 HIST0153 ENGN0138 CHEM0350 MATH0429 LAWS0197 COMP0136 BIOL0115
Taylor Johnson,u0000197,MGMT0024 ENGN0379 BIOL0204 CBEA0162 MATH0051 MATH0140 CBEA0448 MGMT0322 CHEM0013 CHEM0321 BIOL0286 CBEA0408 MATH0161 CHEM0312 COMP0306 HIST0253 PHYS0267 CBEA0417 BUSN0273
Eliana Martinez,u0000198,ENGN0327 BIOL0016 CHEM0349 CHEM0036 ENGN0436 BIOL0082 BUSN0299 LAWS0075 PHYS0028 MGMT0284 CHEM0133 LAWS0421 COMP0067 CBEA0048 CBEA0310 CHEM0437 HIST0263 BUSN0273
Jordyn Johnson,u0000199,ENGN0135 ENGN0185 HIST0406 BIOL0096 BIOL0283 ENGN0050 COMP0348 MATH0225 CHEM0238 PHYS0446 COMP0474
Brooklyn Martinez,u0000200,ENGN0436 MATH0053 MGMT0434 BUSN0195 COMP0067 CBEA0102 CHEM0025 HIST0311 MATH0288 MGMT0232
Faith Smith,u0000201,BIOL0109 CBEA0423 MGMT0024 HIST0078 BIOL0127 CHEM0248 CHEM0269 ENGN0313 BUSN0260 BUSN0291 BUSN0098 MATH0298 HIST0263 BUSN0074
Athena Miller,u0000202,BIOL0034 MGMT0024 HIST0078 MATH0212 BIOL0221 CHEM0248 MGMT0274 BUSN0304 LAWS0397 BUSN0273 COMP0108 BUSN0195 MGMT0044 MATH0178 LAWS0386 LAWS0154 CHEM0321 LAWS0045
Sophia Martinez,u0000203,LAWS0081 MATH0022 ENGN0050 MATH0357 CHEM0389 CHEM0487 CHEM0371 COMP0105 BIOL0089 PHYS0137 HIST0158 MGMT0358 COMP0320 ENGN0313 MGMT0061 CHEM0415 BUSN0291 MGMT0281 LAWS0421 COMP0187
Julia Brown,u0000204,CHEM0084 BUSN0277 PHYS0499 BUSN0324 BUSN0165 MATH0461 PHYS0295 LAWS0465 CBEA0417 BUSN0195 CHEM0206 PHYS0271 BUSN0101 MATH0288
Peyton Smith,u0000205,MATH0022 HIST0449 COMP0479 COMP0347 BUSN0454 CBEA0262 PHYS0027 ENGN0418 CBEA0310 MGMT0274 COMP0147 MATH0161 CBEA0245 LAWS0197 PHYS0383 MGMT0044 BUSN0031 CBEA0331 HIST0382
Sofia Smith,u0000206,CHEM0477 BIOL0019 CHEM0269 ENGN0336 CHEM0037 BIOL0475 COMP0108 COMP0151 MGMT0281 COMP0348 COMP0129 CBEA0048 LAWS0218 MATH0059 COMP0496 COMP0106
Daisy Jones,u0000207,PHYS0113 CBEA0423 BIOL0016 BIOL0005 COMP0352 COMP0493 HIST0406 MATH0473 BUSN0208 BUSN0407 ENGN0419 COMP0151 MGMT0209 CHEM0056 MATH0161 BUSN0031
Adalynn Johnson,u0000208,ENGN0379 MGMT0332 LAWS0197 PHYS0295 CBEA0021 PHYS0395 BIOL0184 HIST0177 CBEA0065 BUSN0058 ENGN0328 BUSN0339 CHEM0371 MATH0161 BUSN0031
Ariana Davis,u0000209,CHEM0350 COMP0203 MGMT0358 MATH0342 MATH0053 MGMT0120 ENGN0455 ENGN0346 LAWS0341 BUSN0166 BUSN0366 BUSN0098 CBEA0471 MATH0225 PHYS0148 MATH0298 CBEA0038
Valeria Moore,u0000210,COMP0352 HIST0158 CBEA0201 COMP0460 MATH0210 MGMT0296 ENGN0104 COMP0290 MATH0412 ENGN0387 MATH0119 BIOL0488 MATH0278 CBEA0331 CBEA0118
Audrey Rodriguez,u0000211,BIOL0286 MGMT0270 MATH0087 COMP0136 HIST0482 ENGN0399 LAWS0228 MGMT0362 MGMT0014 ENGN0138 LAWS0154 HIST0077 PHYS0279 CBEA0118 MATH0079
Adalynn Williams,u0000212,MGMT0155 ENGN0378 ENGN0185 MATH0210 COMP0249 PHYS0028 LAWS0323 BUSN0099 BIOL0219 BUSN0193 CHEM0238 PHYS0446 HIST0311 ENGN0223 MATH0069
Serenity Taylor,u0000213,BIOL0315 HIST0449 COMP0479 MGMT0007 CBEA0424 BUSN0064 CHEM0046 BUSN0374 PHYS0246 CHEM0443 PHYS0330 ENGN0399 COMP0147 CBEA0282 COMP0409 ENGN0346 MGMT0044 HIST0174 CBEA0331 HIST0382
Josephine Rodriguez,u0000214,ENGN0327 HIST0256 COMP0343 MATH0212 MATH0149 ENGN0266 BUSN0304 BIOL0168 COMP0003 ENGN0329 COMP0151 BUSN0042 CBEA0282 COMP0494 COMP0129 BUSN0273
Aubree Smith,u0000215,MGMT0181 BIOL0016 MATH0020 ENGN0378 ENGN0439 HIST0110 MGMT0125 CHEM0389 ENGN0266 MATH0422 HIST0012 MGMT0281 BUSN0101 COMP0105 MATH0059
Hailey Johnson,u0000216,MATH0308 CBEA0340 HIST0076 BIOL0214 CHEM0437 CHEM0207 ENGN0344 MGMT0484 COMP0242
Gianna Smith,u0000217,MGMT0155 MGMT0358 CHEM0415 COMP0252 HIST0482 MGMT0296 CHEM0467 BUSN0490 BUSN0497 LAWS0026 BUSN0291 MGMT0284 BUSN0101 BUSN0456 CBEA0424 BUSN0273
Summer Brown,u0000218,ENGN0072 CHEM0141 CHEM0480 COMP0252 CBEA0200 BUSN0208 CHEM0405 PHYS0001 LAWS0385 MGMT0236 COMP0479 BUSN0042 BUSN0099 PHYS0251 ENGN0230 PHYS0466 MATH0069
Mackenzie Johnson,u0000219,CBEA0018 PHYS0113 BIOL0175 MATH0342 CHEM0013 HIST0012 CBEA0011 COMP0392 MGMT0209 HIST0404 BUSN0259 ENGN0230 CBEA0316 CBEA0142
Eleanor Rodriguez,u0000220,MATH0258 CBEA0340 BIOL0019 BIOL0175 HIST0041 BIOL0096 BUSN0299 LAWS0333 ENGN0050 ENGN0104 LAWS0026 BIOL0475 BUSN0058 BUSN0490 ENGN0054 CHEM0206 MATH0150 CHEM0437
Anna Brown,u0000221,BIOL0401 BIOL0214 CHEM0319 ENGN0275 CBEA0021 CBEA0011 ENGN0050 CBEA0186 MGMT0284 ENGN0134 CHEM0238 MATH0491 MATH0288 CBEA0194 CBEA0142
Bella Taylor,u0000222,ENGN0327 BIOL0034 BIOL0016 BUSN0064 MGMT0332 HIST0012 COMP0249 ENGN0458 MATH0023 BUSN0163 MATH0150 ENGN0445 MATH0298
Haley Davis,u0000223,ENGN0439 MATH0022 ENGN0010 HIST0449 HIST0012 CHEM0222 HIST0301 ENGN0399 PHYS0383 CHEM0441 BUSN0454 BUSN0066 COMP0067 COMP0129 CHEM0025 CHEM0317 COMP0105 BUSN0273
Elizabeth Martinez,u0000224,BIOL0247 BUSN0396 LAWS0397 BUSN0289 MATH0422 CBEA0294 MATH0140 LAWS0427 ENGN0173 COMP0106
Addison Taylor,u0000225,PHYS0137 MATH0461 MGMT0215 CHEM0319 MGMT0107 BIOL0463 LAWS0009 COMP0086 COMP0108 BUSN0098 COMP0129 ENGN0093 LAWS0218 COMP0187 COMP0106
Lucy Garcia,u0000226,BUSN0205 CBEA0340 COMP0352 BIOL0488 COMP0306 PHYS0295 ENGN0309 COMP0285 CBEA0326 COMP0067 BIOL0073 ENGN0336 CBEA0103 COMP0199 LAWS0323
Emma Martinez,u0000227,LAWS0167 BUSN0318 ENGN0185 MATH0422 CHEM0013 BIOL0283 HIST0153 COMP0392 ENGN0134 CHEM0056 CHEM0312 CHEM0035 MATH0069
Sarah Davis,u0000228,LAWS0124 CHEM0269 ENGN0379 CHEM0080 MGMT0107 MGMT0236 CBEA0471 MATH0491 COMP0474 MGMT0322 CHEM0369 LAWS0026 BUSN0374 HIST0076 BIOL0214 CBEA0065 COMP0147 ENGN0387 PHYS0271 LAWS0154 MATH0258 CHEM0084 ENGN0055 COMP0409 MGMT0468 MATH0178 HIST0263
Raelynn Taylor,u0000229,BIOL0315 BUSN0407 COMP0474 CBEA0424 ENGN0435 MATH0370 MATH0412 ENGN0060 ENGN0470 BIOL0034 HIST0158 COMP0290 BUSN0058 COMP0108 CHEM0133 CBEA0282 MATH0149 ENGN0085 CHEM0319 MATH0091
Adalyn Moore,u0000230,CBEA0111 MATH0022 CHEM0222 LAWS0095 BUSN0098 MATH0033 CHEM0238 COMP0129 PHYS0279 BUSN0064 PHYS0276 COMP0229 HIST0355 CHEM0371 COMP0483 COMP0199 BUSN0208 LAWS0218 BUSN0425 ENGN0313 COMP0460 CBEA0021 BUSN0008
Avery Martinez,u0000231,CBEA0018 CBEA0293 ENGN0379 ENGN0055 CHEM0415 LAWS0457 COMP0478 PHYS0028 BUSN0042 BUSN0335 LAWS0049 MATH0178 BIOL0073 COMP0242 COMP0105 MGMT0403 CBEA0142
Violet Williams,u0000232,MATH0020 CHEM0036 BIOL0145 COMP0306 CHEM0388 PHYS0314 CBEA0065 MATH0051 COMP0108 BIOL0172 BUSN0008 CBEA0103 CBEA0416
Brielle Garcia,u0000233,CHEM0248 MGMT0024 CHEM0139 MATH0461 LAWS0333 ENGN0104 LAWS0341 PHYS0271 PHYS0368 BIOL0255 PHYS0337
Serenity Martinez,u0000234,BIOL0247 ENGN0072 BUSN0324 MATH0461 BUSN0166 MATH0140 PHYS0495 HIST0432 BIOL0196 MATH0412 CBEA0040 CBEA0102 ENGN0378 HIST0485 CHEM0388 CHEM0312 ENGN0336 BIOL0488 CBEA0257 COMP0136 CHEM0319 COMP0285 BUSN0273
Anastasia Moore,u0000235,BIOL0452 ENGN0072 CBEA0245 CBEA0111 CBEA0408 PHYS0295 HIST0449 CHEM0116 PHYS0006 MGMT0281 COMP0320 LAWS0226
Anastasia Moore,u0000236,CBEA0423 MGMT0233 CHEM0248 CHEM0394 HIST0188 HIST0126 MATH0212 HIST0413 BUSN0299 MATH0370 LAWS0323 BUSN0259 ENGN0138 BIOL0265 ENGN0445 MATH0068 COMP0106
Alexa Moore,u0000237,CHEM0394 BIOL0005 LAWS0094 BIOL0168 BIOL0052 ENGN0351 MATH0357 LAWS0381 COMP0348 CHEM0056 BIOL0172 PHYS0213
Kaylee Taylor,u0000238,CHEM0084 MATH0032 COMP0234 COMP0352 CHEM0369 COMP0493 BIOL0214 ENGN0275 MGMT0420 ENGN0152 COMP0086 HIST0355 ENGN0344 BIOL0250
Ivy Brown,u0000239,BIOL0030 BIOL0315 ENGN0192 LAWS0063 CHEM0036 BIOL0145 COMP0356 CHEM0013 COMP0249 ENGN0351 COMP0108 BUSN0166 BIOL0073 CBEA0307 PHYS0213 MATH0288
Eliana Wilson,u0000240,ENGN0470 ENGN0192 HIST0126 BUSN0227 BIOL0214 ENGN0085 MATH0244 LAWS0457 HIST0237 BUSN0042 COMP0147 CHEM0025
Lucia Wilson,u0000241,BIOL0315 LAWS0202 COMP0356 CBEA0162 ENGN0152 ENGN0353 LAWS0385 MGMT0157 CHEM0238 COMP0129 BUSN0031
Avery Jones,u0000242,HIST0256 CHEM0269 HIST0413 CHEM0222 BIOL0305 MGMT0453 HIST0498 CHEM0312 BUSN0031 LAWS0254
Madeline Rodriguez,u0000243,MATH0032 BIOL0221 PHYS0090 COMP0352 CHEM0319 CHEM0437 LAWS0117 COMP0249 ENGN0104 HIST0189 ENGN0458 MATH0029 BUSN0146 BUSN0101 CHEM0025
Emma Rodriguez,u0000244,CHEM0036 BUSN0122 MATH0357 MATH0051 PHYS0279 MATH0308 ENGN0327 BIOL0005 COMP0151 CHEM0443 HIST0158 ENGN0436 LAWS0143 PHYS0446 LAWS0154 LAWS0226 HIST0126 ENGN0442 MGMT0453 ENGN0134 CHEM0220 MATH0298
Hailey Jones,u0000245,PHYS0113 CBEA0416 MGMT0024 CHEM0139 LAWS0197 BUSN0324 ENGN0085 CHEM0388 ENGN0353 COMP0108 CBEA0239 MATH0450 BIOL0115 COMP0474 ENGN0329
Luna Smith,u0000246,ENGN0275 LAWS0095 CBEA0364 BUSN0101 ENGN0445 BUSN0447 CBEA0102 PHYS0337 MATH0020 PHYS0137 PHYS0261 BUSN0335 LAWS0226 BUSN0304 PHYS0028 PHYS0006 BIOL0115 PHYS0148 CBEA0123
Abigail Williams,u0000247,BIOL0030 CBEA0038 CHEM0350 HIST0406 COMP0460 MGMT0107 MATH0062 CHEM0046 HIST0189 BUSN0366 LAWS0341 ENGN0455 ENGN0093 COMP0320 MATH0079
Aaliyah Brown,u0000248,ENGN0327 CHEM0248 HIST0413 LAWS0397 LAWS0144 BIOL0463 LAWS0009 ENGN0455 HIST0189 CBEA0186 COMP0392 PHYS0180 MATH0225 CBEA0416
